""	"movieID"	"title"	"date"	"IMDbURL"	"unknown"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.fi"	"Thriller"	"War"	"Western"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
"11"	11	"Seven (Se7en) (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Se7en%20(1995)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	236	3.85	1.07	5	1	4
"12"	12	"Usual Suspects, The (1995)"	"14-Aug-1995"	"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	267	4.39	0.83	5	1	5
"13"	13	"Mighty Aphrodite (1995)"	"30-Oct-1995"	"http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	184	3.42	1.03	5	1	4
"14"	14	"Postino, Il (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	183	3.97	1	5	1	4
"15"	15	"Mr. Holland's Opus (1995)"	"29-Jan-1996"	"http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	293	3.78	0.98	5	1	4
"16"	16	"French Twist (Gazon maudit) (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	39	3.21	1.03	5	1	3
"17"	17	"From Dusk Till Dawn (1996)"	"05-Feb-1996"	"http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996)"	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	92	3.12	1.18	5	1	3
"18"	18	"White Balloon, The (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	2.8	1.32	5	1	3
"19"	19	"Antonia's Line (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Antonia%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	69	3.96	1.06	5	1	4
"20"	20	"Angels and Insects (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	72	3.42	1.23	5	1	4
"21"	21	"Muppet Treasure Island (1996)"	"16-Feb-1996"	"http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996)"	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	84	2.76	1.05	5	1	3
"22"	22	"Braveheart (1995)"	"16-Feb-1996"	"http://us.imdb.com/M/title-exact?Braveheart%20(1995)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	297	4.15	0.96	5	1	4
"23"	23	"Taxi Driver (1976)"	"16-Feb-1996"	"http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	182	4.12	0.85	5	2	4
"24"	24	"Rumble in the Bronx (1995)"	"23-Feb-1996"	"http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995)"	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	174	3.45	1	5	1	4
"25"	25	"Birdcage, The (1996)"	"08-Mar-1996"	"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	293	3.44	1.03	5	1	4
"26"	26	"Brothers McMullen, The (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	3.45	0.9	5	1	3
"27"	27	"Bad Boys (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3.11	1.1	5	1	3
"28"	28	"Apollo 13 (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Apollo%2013%20(1995)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	276	3.93	0.81	5	2	4
"29"	29	"Batman Forever (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995)"	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	114	2.67	1.03	5	1	3
"30"	30	"Belle de jour (1967)"	"01-Jan-1967"	"http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	3.95	0.85	5	1	4
"31"	31	"Crimson Tide (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	154	3.63	0.89	5	1	4
"32"	32	"Crumb (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Crumb%20(1994)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	81	3.79	1.06	5	1	4
"33"	33	"Desperado (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Desperado%20(1995)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	97	3.45	1.06	5	1	4
"34"	34	"Doom Generation, The (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	2.71	1.38	5	1	2
"35"	35	"Free Willy 2: The Adventure Home (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995)"	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	2.18	1.33	5	1	2
"36"	36	"Mad Love (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Mad%20Love%20(1995)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	13	2.15	0.9	4	1	2
"37"	37	"Nadja (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Nadja%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2.25	1.04	4	1	2
"38"	38	"Net, The (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	120	3.01	1.02	5	1	3
"39"	39	"Strange Days (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Strange%20Days%20(1995)"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	87	3.26	1.03	5	1	3
"40"	40	"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2.89	1.11	5	1	3
"41"	41	"Billy Madison (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	3.08	1.14	5	1	3
"42"	42	"Clerks (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Clerks%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	148	3.8	1.12	5	1	4
"43"	43	"Disclosure (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Disclosure%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	40	3	0.88	5	1	3
"44"	44	"Dolores Claiborne (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	79	3.34	1.01	5	1	3
"45"	45	"Eat Drink Man Woman (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	80	4.05	0.88	5	1	4
"46"	46	"Exotica (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Exotica%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	3.56	0.93	5	1	4
"47"	47	"Ed Wood (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	133	3.6	1.07	5	1	4
"48"	48	"Hoop Dreams (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	117	4.09	0.97	5	1	4
"49"	49	"I.Q. (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?I.Q.%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	81	3.32	0.89	5	1	3
"50"	50	"Star Wars (1977)"	"01-Jan-1977"	"http://us.imdb.com/M/title-exact?Star%20Wars%20(1977)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	583	4.36	0.88	5	1	5
"51"	51	"Legends of the Fall (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	81	3.46	1.16	5	1	4
"52"	52	"Madness of King George, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91	3.77	0.91	5	1	4
"53"	53	"Natural Born Killers (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	128	2.95	1.33	5	1	3
"54"	54	"Outbreak (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Outbreak%20(1995)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	104	3.24	0.83	5	1	3
"55"	55	"Professional, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/Title?L%E9on+(1994)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	149	3.7	1.02	5	1	4
"56"	56	"Pulp Fiction (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	394	4.06	1.15	5	1	4
"57"	57	"Priest (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Priest%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	4	1.15	5	1	4
"58"	58	"Quiz Show (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	175	3.65	0.84	5	1	4
"59"	59	"Three Colors: Red (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	83	4.06	1.02	5	1	4
"60"	60	"Three Colors: Blue (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	64	4.02	1.06	5	1	4
"61"	61	"Three Colors: White (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	3.86	0.97	5	1	4
"62"	62	"Stargate (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Stargate%20(1994)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	127	3.14	1.01	5	1	3
"63"	63	"Santa Clause, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3.1	0.95	5	1	3
"64"	64	"Shawshank Redemption, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	283	4.45	0.77	5	1	5
"65"	65	"What's Eating Gilbert Grape (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	115	3.54	0.96	5	1	4
"66"	66	"While You Were Sleeping (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	162	3.55	0.93	5	1	4
"67"	67	"Ace Ventura: Pet Detective (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	103	3.05	1.22	5	1	3
"68"	68	"Crow, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	134	3.42	1.11	5	1	4
"69"	69	"Forrest Gump (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	321	3.85	1.08	5	1	4
"70"	70	"Four Weddings and a Funeral (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	251	3.66	0.89	5	1	4
"71"	71	"Lion King, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	220	3.78	0.98	5	1	4
"72"	72	"Mask, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)"	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	129	3.19	0.98	5	1	3
"73"	73	"Maverick (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Maverick%20(1994)"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	128	3.47	0.85	5	1	3
"74"	74	"Faster Pussycat! Kill! Kill! (1965)"	"01-Jan-1965"	"http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965)"	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	1.41	5	1	3
"75"	75	"Brother Minister: The Assassination of Malcolm X (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	1.41	4	1	4
"76"	76	"Carlito's Way (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	54	3.41	0.86	5	1	3.5
"77"	77	"Firm, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	151	3.28	0.95	5	1	3
"78"	78	"Free Willy (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Free%20Willy%20(1993)"	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	2.45	1.12	5	1	2
"79"	79	"Fugitive, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	336	4.04	0.8	5	1	4
"80"	80	"Hot Shots! Part Deux (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993)"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	68	2.76	0.99	5	1	3
"81"	81	"Hudsucker Proxy, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	110	3.55	1.12	5	1	4
"82"	82	"Jurassic Park (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	261	3.72	1.01	5	1	4
"83"	83	"Much Ado About Nothing (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	176	4.06	0.87	5	1	4
"84"	84	"Robert A. Heinlein's The Puppet Masters (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	18	3	1.03	5	1	3
"85"	85	"Ref, The (1994)"	"01-Jan-1994"	"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	58	3.03	1.06	5	1	3
"86"	86	"Remains of the Day, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	150	3.94	0.98	5	1	4
"87"	87	"Searching for Bobby Fischer (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	138	3.91	0.95	5	1	4
"88"	88	"Sleepless in Seattle (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	213	3.54	1.01	5	1	4
"89"	89	"Blade Runner (1982)"	"01-Jan-1982"	"http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	275	4.14	0.91	5	1	4
"90"	90	"So I Married an Axe Murderer (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	95	3.05	1.1	5	1	3
"91"	91	"Nightmare Before Christmas, The (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)"	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	143	3.59	1.09	5	1	4
"92"	92	"True Romance (1993)"	"01-Jan-1993"	"http://us.imdb.com/M/title-exact?True%20Romance%20(1993)"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	104	3.62	0.99	5	1	4
"93"	93	"Welcome to the Dollhouse (1995)"	"24-May-1996"	"http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	112	3.72	1.07	5	1	4
"94"	94	"Home Alone (1990)"	"01-Jan-1990"	"http://us.imdb.com/M/title-exact?Home%20Alone%20(1990)"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	137	3.09	1.04	5	1	3
"95"	95	"Aladdin (1992)"	"01-Jan-1992"	"http://us.imdb.com/M/title-exact?Aladdin%20(1992)"	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	219	3.81	0.91	5	1	4
"96"	96	"Terminator 2: Judgment Day (1991)"	"01-Jan-1991"	"http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	295	4.01	0.98	5	1	4
"97"	97	"Dances with Wolves (1990)"	"01-Jan-1990"	"http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990)"	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	256	3.79	1.04	5	1	4
"98"	98	"Silence of the Lambs, The (1991)"	"01-Jan-1991"	"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	390	4.29	0.84	5	1	4
"99"	99	"Snow White and the Seven Dwarfs (1937)"	"01-Jan-1937"	"http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937)"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	172	3.71	0.9	5	1	4
"100"	100	"Fargo (1996)"	"14-Feb-1997"	"http://us.imdb.com/M/title-exact?Fargo%20(1996)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	508	4.16	0.98	5	1	4
"101"	101	"Heavy Metal (1981)"	"08-Mar-1981"	"http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981)"	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	73	3.26	1.19	5	1	3
"102"	102	"Aristocats, The (1970)"	"01-Jan-1970"	"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	3.13	1.1	5	1	3
"103"	103	"All Dogs Go to Heaven 2 (1996)"	"29-Mar-1996"	"http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996)"	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	1.87	0.92	3	1	2
"104"	104	"Theodore Rex (1995)"	"29-Mar-1996"	"http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.4	0.89	3	1	1
"105"	105	"Sgt. Bilko (1996)"	"29-Mar-1996"	"http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	74	2.57	0.97	5	1	3
"106"	106	"Diabolique (1996)"	"01-Jan-1996"	"http://us.imdb.com/M/title-exact?Diabolique%20(1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	71	2.89	1.01	5	1	3
"107"	107	"Moll Flanders (1996)"	"14-Jun-1996"	"http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	42	3.5	1.13	5	1	4
"108"	108	"Kids in the Hall: Brain Candy (1996)"	"12-Apr-1996"	"http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	65	3.08	1.08	5	1	3
"109"	109	"Mystery Science Theater 3000: The Movie (1996)"	"19-Apr-1996"	"http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	130	3.43	1.09	5	1	4
"110"	110	"Operation Dumbo Drop (1995)"	"01-Jan-1995"	"http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995)"	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	31	2.52	1.12	5	1	3
